1,2,3,4,5,6,x,y,z,TPC_Rx,TPC_Ry,TPC_Rz,x-real,y-real,z-real
-46.734,-35.084,-8.901,-101.561,-84.729,-76.535,-599.942,465.922,637.057,-1.044,-1.911,-0.229,-599.667,468.147,636.829
-43.46,-29.634,-8.86,-94.953,-85.294,-166.432,-661.622,466.077,548.539,0.772,-2.449,-0.831,-662.035,467.76,548.148
-47.239,-20.433,4.868,-91.481,-88.366,-21.883,-686.905,576.886,291.617,-2.405,-1.532,0.122,-687.06,578.881,289.958
-46.631,-39.528,-55.909,-100.354,-85.148,-133.244,-320.522,169.888,862.882,0.039,-1.408,-1.271,-319.357,170.804,863.555
10.101,-22.984,-17.538,-105.871,-106.469,-15.691,-779.256,-226.686,544.688,-1.298,-1.754,0.554,-778.528,-224.947,543.708
-15.837,-26.717,-67.296,-91.509,-121.848,-17.864,-414.827,49.235,771.817,-1.317,-0.719,0.386,-413.337,50.2914,771.952
24.78,-25.949,-66.934,-96.757,-123.862,-175.865,-349.128,-230.976,771.008,0.909,-1.271,-1.269,-347.344,-229.845,771.745
-27.543,-28.523,-41.862,-100.687,-91.444,-115.707,-582.268,182.439,741.73,-0.046,-1.777,-0.699,-581.633,183.608,742.066
-2.165,-48.341,-32.193,-107.863,-96.995,-31.813,-417.104,-83.791,898.516,-0.822,-1.212,0.718,-415.677,-81.6939,899.442
21.985,-20.689,-71.433,-98.172,-113.85,-55.026,-379.603,-235.182,737.265,-0.503,-1.336,0.536,-377.697,-233.579,737.788
28.152,-43.48,-26.354,-95.957,-41.614,-114.793,-376.976,-396.005,827.503,1.294,-1.257,0.806,-374.441,-394.876,829.373
4.844,-35.417,-56.792,-108.989,-132.692,-41.6,-347.465,-83.003,836.891,-1.023,-0.816,0.349,-345.97,-80.8785,836.914
12.058,-40.609,-71.501,-103.869,-106.16,-89.348,-161.281,-122.671,851.629,-0.165,-0.956,0.073,-158.812,-121.104,852.412
-17.635,-38.489,-75.343,-104.552,-121.364,-65.229,-182.558,-11.502,829.699,-0.789,-0.633,-0.132,-180.837,-10.1696,829.887
21.282,-26.928,-42.805,-94.7,-91.368,-73.445,-537.745,-324.975,718.083,0.062,-1.864,0.441,-536.402,-323.869,719.004
0.69,-21.792,-72.337,-108.408,-116.811,-138.504,-396.871,-76.837,753.158,0.112,-1.278,-0.996,-394.987,-75.3863,753.431
-11.823,-31.875,-33.663,-97.674,-132.762,-21.99,-606.214,72.105,743.169,-1.48,-0.996,0.01,-605.583,73.4128,742.572
-2.854,-28.793,25.468,-109.095,-91.163,-15.811,-886.455,-64.673,276.54,-1.745,-2.187,0.304,-886.174,-62.6207,275.17
-41.693,-44.33,32.289,-110.103,-88.521,-116.536,-680.238,455.261,448.454,-0.335,-2.612,-0.395,-680.008,458.251,447.747
-31.694,-48.928,43.072,-124.976,-102.064,-67.762,-723.61,337.367,450.428,-1.184,-2.122,-0.327,-722.612,340.882,449.473
-21.11,-38.273,59.753,-134.866,-101.773,-45.477,-795.792,206.798,172.524,-1.509,-2.236,-0.155,-794.377,210.501,170.676
-51.491,-30.662,-10.103,-93.421,-80.034,-153.511,-586.846,537.915,569.405,0.351,-2.463,-0.734,-587.206,539.901,568.992
9.416,-41.397,10.725,-98.471,-132.208,-39.682,-748.145,-179.556,582.312,-1.041,-1.943,-0.341,-747.877,-177.701,581.508
1.685,-31.13,-44.177,-106.817,-87.411,-144.452,-537.982,-129.082,785.345,0.775,-1.37,-0.692,-536.523,-127.87,786.108
-14.735,-48.919,30.787,-133.687,-128.959,-48.629,-742.544,135.032,584.556,-1.264,-1.508,-0.394,-741.372,138.594,583.223
21.905,-38.773,-57.308,-98.248,-116.802,-25.084,-286.117,-192.834,854.583,-0.88,-1.107,0.965,-284.317,-190.726,855.321
3.362,-27.856,3.973,-109.06,-91.169,-179.426,-851.178,-158.646,450.526,1.817,-1.742,-0.692,-850.734,-157.867,449.526
-15.27,-41.815,-1.199,-94.002,-120.014,-179.132,-712.346,123.177,660.206,1.373,-2.344,-1.37,-712.184,125.521,659.315
-30.156,-22.885,22.705,-90.639,-120.427,-7.183,-794.282,381.983,185.9,-2.35,-1.553,-0.672,-793.129,383.675,183.338
-44.229,-20.546,-36.26,-91.63,-83.04,-121.736,-607.534,424.315,603.898,-0.161,-2.181,-0.646,-607.555,425.608,603.796
3.887,-34.215,-2.833,-90.849,-125.052,-89.607,-773.921,-115.434,568.93,-0.181,-2.377,-0.714,-774.044,-114.239,567.951
-59.581,-22.76,-19.665,-98.904,-85.134,-145.633,-507.861,634.093,540.426,-0.032,-2.432,-0.93,-507.684,636.256,540.007
-40.605,-47.574,-33.183,-108.705,-81.722,-171.577,-393.418,177.37,896.138,0.7,-1.471,-1.62,-392.526,178.592,896.699
-19.186,-21.748,-74.393,-105.345,-115.252,-134.975,-390.064,57.303,751.381,-0.122,-1.324,-1.224,-388.452,58.3717,751.644
8.204,-26.439,-76.806,-98.352,-119.763,-128.216,-309.147,-113.597,773.902,0.043,-1.28,-0.76,-307.052,-112.323,774.465
-30.773,-33.809,-78.274,-109.752,-92.297,-103.458,-229.224,13.281,813.924,-0.167,-0.845,-0.74,-227.218,13.9784,814.059
-5.587,-26.7,-50.059,-99.504,-89.574,-23.312,-565.53,-55.301,750.422,-0.996,-1.378,0.818,-564.052,-53.7385,750.543
6.4,-43.799,-11.093,-106.172,-97.814,-69.333,-624.662,-169.301,766.703,-0.326,-1.874,0.194,-624.123,-167.24,767.264
-19.129,-26.839,3.004,-107.002,-92.171,-53.803,-850.095,181.576,438.945,-1.141,-2.145,0.093,-849.876,183.617,437.525
-46.62,-33.635,-51.964,-91.311,-83.559,-44.51,-409.413,260.385,805.091,-1.106,-1.189,0.078,-408.44,261.854,805.281
19.885,-43.905,-51.959,-109.048,-93.97,-170.819,-247.358,-199.659,893.872,0.875,-0.807,-0.979,-244.92,-198.155,894.918
-3.36,-22.137,-70.065,-106.451,-110.314,-142.953,-425.259,-55.814,755.051,0.252,-1.316,-1.059,-423.683,-54.3757,755.045
-9.537,-33.015,-73.424,-101.453,-96.098,-55.365,-286.219,-53.808,818.281,-0.497,-0.972,0.338,-283.894,-52.4322,818.884
-6.972,-29.207,-77.247,-95.675,-106.524,-175.864,-305.478,-49.095,789.527,0.625,-1.209,-1.566,-303.728,-48.4786,789.989
23.673,-36.367,-8.746,-95.673,-102.382,-126.925,-641.179,-381.875,641.047,1.042,-2.007,-0.364,-640.741,-381.336,641.325
7.693,-25.907,-0.68,-91.265,-121.76,-90.022,-832.177,-179.766,432.353,-0.005,-2.55,-0.676,-832.07,-178.828,431.148
-30.412,-25.91,-46.561,-97.052,-139.864,-76.489,-514.614,248.212,731.703,-1.219,-1.306,-0.968,-513.421,250.334,731.116
-41.452,-41.703,-51.331,-104.21,-84.108,-138.417,-337.67,141.019,877.617,0.182,-1.369,-1.27,-336.287,142.092,878.346
-4.304,-28.369,0.307,-101.483,-119.278,-8.839,-840.989,-6.674,480.15,-1.717,-1.545,0.047,-840.552,-4.76293,478.525
4.511,-44.857,13.993,-104.744,-132.922,-178.943,-740.061,-112.538,615.187,1.617,-2.114,-1.505,-739.809,-110.368,614.281
-53.555,-22.612,8.097,-93.869,-85.748,-55.505,-620.541,644.312,302.64,-1.94,-2.035,0.032,-620.171,646.818,301.085
-2.114,-31.283,-29.945,-98.358,-134.081,-12.822,-641.49,-28.649,721.153,-1.502,-1.041,0.183,-640.618,-26.7622,720.526
-14.296,-21.748,2.925,-100.784,-109.399,-129.348,-878.952,138.52,352.183,0.475,-2.696,-0.74,-879.053,139.968,350.276
7.118,-30.798,42.861,-132.451,-134.149,-62.114,-846.324,-159.049,221.775,-0.67,-2.244,-0.706,-845.269,-155.876,220.192
-16.712,-40.216,12.747,-97.765,-126.801,-156.139,-771.463,168.153,544.851,0.909,-2.676,-1.29,-771.687,169.827,543.312
16.921,-48.026,23.046,-106.428,-82.406,-163.924,-695.635,-338.262,571.827,1.774,-1.659,-0.294,-695.154,-337.882,572.17
-57.979,-38.009,44.092,-127.57,-83.541,-6.235,-550.913,655.149,289.035,-2.455,-0.897,0.312,-548.8,658.629,287.781
27.198,-48.909,27.575,-92.301,-48.195,-107.326,-596.017,-492.121,533.631,1.185,-2.335,1.045,-595.825,-491.725,534.538
-36.583,-42.321,25.325,-102.725,-108.966,-93.964,-699.731,415.321,468.977,-0.867,-2.549,-0.665,-699.627,418.37,467.842
-47.335,-40.304,40.694,-136.931,-86.74,-162.144,-654.096,540.007,373.591,0.576,-2.469,-0.904,-653.021,543.378,372.965
-38.952,-49.057,6.781,-107.409,-96.34,-174.078,-597.306,353.089,713.977,0.862,-2.268,-1.287,-597.371,355.402,713.952
-38.045,-40.126,-18.149,-97.975,-113.69,-160.126,-549.579,332.719,752.365,0.339,-2.318,-1.512,-549.795,334.53,752.325
-21.287,-45.195,50.998,-136.992,-93.231,-169.031,-797.195,197.127,351.549,1.236,-2.295,-0.798,-796.281,200.621,350.138
-57.081,-32.126,13.243,-108.919,-86.483,-6.467,-561.66,655.424,434.984,-2.343,-0.869,0.275,-560.565,658.1,433.923
-17.604,-35.276,7.281,-105.86,-137.725,-134.511,-776.681,194.967,543.991,0.152,-2.543,-1.469,-776.707,197.155,542.169
-35.362,-46.255,-53.633,-94.955,-118.899,-69.284,-261.916,100.615,891.882,-0.989,-0.94,-0.544,-261.421,101.411,892.48
-9.48,-24.82,-50.238,-98.211,-101.525,-73.991,-585.134,3.394,730.492,-0.515,-1.605,-0.082,-583.873,4.82854,730.697
-56.587,-30.234,1.552,-98.985,-80.663,-115.735,-562.955,629.043,484.636,-0.598,-2.44,-0.407,-562.907,631.789,484.022
-16.4,-42.77,1.386,-94.907,-88.088,-48.657,-732.609,98.041,648.124,-1.116,-2.065,0.258,-732.063,101.277,647.838
2.191,-44.606,18.83,-101.207,-100.496,-137.363,-775.156,-124.962,550.074,1.004,-2.355,-0.543,-775.326,-123.778,549.639
-56.732,-29.655,26.087,-102.43,-86.614,-10.751,-575.644,667.197,270.848,-2.659,-1.091,0.167,-574.625,669.991,269.458
7.696,-36.717,55.289,-134.575,-139.036,-55.308,-806.748,-157.631,211.41,-0.775,-2.192,-0.786,-805.552,-154.204,209.873
3.805,-34.424,-16.333,-103.117,-136.344,-149.063,-686.029,-95.862,692.621,0.618,-2.078,-1.398,-686.063,-94.1711,691.867
24.164,-46.36,-55.839,-108.562,-129.478,-71.272,-174.247,-140.48,893.286,-0.575,-1.018,0.308,-172.319,-138.324,894.086
-33.207,-22.255,-48.814,-99.925,-109.116,-134.001,-557.115,266.059,701.87,-0.09,-1.894,-1.246,-556.553,267.245,701.861
-10.64,-46.817,11.333,-97.93,-139.852,-103.954,-711.259,85.736,652.759,-0.355,-2.312,-1.237,-711.31,88.0115,651.985
9.755,-23.843,-39.233,-90.254,-122.402,-47.08,-649.71,-178.125,663.474,-0.879,-1.751,0.029,-648.707,-176.656,663.465
1.18,-41.216,-45.133,-100.115,-115.753,-34.486,-405.845,-81.996,862.371,-0.984,-1.114,0.478,-404.173,-79.8069,862.739
-55.123,-29.243,-15.285,-97.265,-85.568,-140.938,-537.324,567.517,594.992,-0.04,-2.396,-0.872,-537.277,569.711,594.638
-14.048,-36.413,-6.26,-104.656,-115.507,-85.242,-739.27,108.262,646.403,-0.601,-2.044,-0.568,-739.985,108.374,646.122
-1.518,-30.611,-12.124,-97.955,-111.633,-101.51,-774.268,-59.047,596.028,-0.004,-2.256,-0.544,-774.176,-57.6077,595.466
-27.011,-35.031,29.91,-96.283,-112.441,-18.786,-789.352,313.74,312.084,-2.139,-1.783,-0.403,-788.65,315.995,309.872
-11.188,-47.177,-24.355,-105.873,-131.597,-96.876,-480.095,39.037,864.043,-0.625,-1.546,-0.821,-479.385,40.9589,864.213
-32.895,-47.815,23.803,-104.735,-95.238,-4.399,-700.732,330.87,558.64,-2.152,-1.237,0.289,-700.618,333.184,558.075
6.805,-22.783,39.946,-119.194,-106.74,-30.448,-858.477,-189.85,80.733,-1.282,-2.493,-0.179,-857.787,-187.125,78.9496
26.882,-42.315,16.528,-94.078,-85.909,-43.707,-651.777,-460.639,521.458,-0.43,-2.686,0.514,-651.353,-459.942,521.691
-50.662,-37.559,-43.794,-103.913,-80.237,-86.948,-391.886,283.385,837.096,-0.549,-1.399,-0.544,-390.778,285.13,837.655
-28.568,-40.881,-46.778,-109.434,-82.031,-119.628,-397.774,79.013,873.043,0.137,-1.307,-0.781,-396.051,80.1452,873.976
3.026,-38.394,12.934,-100.095,-111.615,-116.346,-802.704,-122.39,514.133,0.496,-2.492,-0.635,-802.95,-120.983,513.149
-41.603,-42.515,-21.756,-106.428,-80.567,-80.628,-514.326,291.945,809.436,-0.634,-1.618,-0.269,-513.515,294.329,809.741
25.006,-34.843,-5.951,-108.624,-124.081,-120.376,-654.581,-375.62,634.59,0.635,-1.974,-0.677,-654.268,-374.212,634.557
20.128,-25.253,-56.544,-95.706,-63.226,-19.166,-435.455,-315.718,749.452,-0.402,-1.821,1.547,-433.53,-314.013,750.116
-32.485,-28.585,7.942,-98.028,-103.642,-149.829,-774.99,385.794,405.718,0.595,-2.802,-0.763,-775.194,387.734,404.254
23.755,-35.893,33.545,-114.904,-80.836,-127.558,-734.408,-458.207,325.438,1.396,-2.249,0.137,-734.046,-457.41,324.807
-19.006,-22.248,9.009,-99.339,-119.43,-46.761,-863.607,223.69,309.802,-1.458,-2.157,-0.554,-863.002,225.626,307.791
12.314,-31.056,-58.017,-98.616,-103.715,-63.34,-407.57,-180.915,804.469,-0.374,-1.402,0.388,-405.743,-179.608,805.449
-41.024,-35.307,-35.678,-101.839,-81.273,-138.664,-507.692,279.856,788.78,0.243,-1.788,-1.021,-507.062,281.395,789.275
-5.002,-39.126,-7.973,-102.564,-116.256,-41.207,-711.365,-11.449,688.559,-1.154,-1.683,-0.002,-711.024,-9.02017,687.932
-50.941,-26.574,48.077,-117.22,-83.863,-137.867,-626.226,582.162,63.69,-0.07,-2.992,-0.007,-624.936,585.213,61.7876
17.393,-39.291,17.564,-101.948,-66.258,-45.93,-732.933,-379.929,493.016,-0.453,-2.669,0.91,-732.729,-379.032,493.082
14.774,-23.695,18.377,-100.4,-92.289,-4.569,-835.499,-331.115,242.684,-1.695,-2.383,0.276,-834.761,-329.964,241.266
12.845,-48.58,-20.579,-105.164,-84.676,-3.566,-472.287,-228.043,859.888,-1.053,-1.543,1.347,-471.46,-225.875,860.33
-50.08,-31.849,1.161,-104.169,-86.72,-125.442,-615.961,557.247,521.766,-0.281,-2.437,-0.634,-615.968,559.721,520.99
-45.05,-25.748,-17.202,-95.263,-84.225,-0.716,-644.179,477.946,556.592,-2.143,-0.963,0.509,-643.868,479.601,555.734
-6.017,-46.063,-4.647,-96.898,-114.082,-173.83,-661.283,-7.025,737.848,1.285,-2.032,-1.287,-661.219,-5.84034,737.857
-43.644,-31.46,7.385,-99.966,-87.073,-156.186,-689.969,499.921,455.521,0.548,-2.63,-0.632,-690.193,502.344,454.573
-49.399,-33.822,4.652,-103.465,-80.677,-138.182,-627.054,541.817,520.917,0.055,-2.468,-0.59,-627.067,544.345,520.142
-28.542,-47.829,-0.17,-108.872,-101.493,-37.664,-623.201,232.516,750.464,-1.37,-1.41,0.077,-622.705,234.97,750.149
-22.846,-36.361,-47.636,-98.141,-116.854,-114.721,-445.372,109.282,827.896,-0.363,-1.586,-1.005,-444.251,110.851,828.427
-17.262,-27.925,-66.502,-100.967,-91.302,-163.62,-413.145,15.871,791.761,0.659,-1.271,-1.35,-411.316,16.692,792.28
13.138,-30.07,-36.912,-97.599,-102.844,-173.178,-586.211,-230.57,732.426,1.35,-1.431,-1.036,-585.207,-230.057,732.705
-19.735,-41.805,-57.495,-103.3,-98.07,-92.634,-307.967,6.636,877.613,-0.298,-1.152,-0.425,-306.067,7.84938,878.225
-25.632,-41.356,12.194,-96.322,-112.275,-115.434,-739.316,267.169,553.597,-0.166,-2.624,-0.825,-739.504,269.373,552.462
-51.384,-46.237,57.205,-129.332,-89.108,-29.238,-587.052,555.872,294.055,-2.193,-1.484,0.079,-585.597,559.424,293.414
26.329,-34.253,-1.623,-106.279,-54.824,-144.647,-628.784,-486.884,591.378,1.608,-1.38,0.396,-627.079,-486.666,592.155
-50.961,-34.863,-53.852,-98.774,-81.948,-125.16,-362.086,254.466,828.069,-0.087,-1.539,-1.116,-361.531,254.92,828.606
-3.448,-28.117,-36.436,-101.358,-103.468,-113.628,-647.876,-51.539,715.39,0.157,-1.836,-0.544,-647.114,-50.0211,715.473
-6.742,-47.665,5.858,-96.241,-127.343,-162.397,-692.238,21.386,690.911,1.059,-2.34,-1.381,-692.401,23.1505,690.547
-27.057,-26.272,-30.16,-94.534,-118.624,-56.496,-661.207,258.861,651.238,-1.276,-1.59,-0.444,-660.848,260.401,650.51
-49.672,-44.952,-11.061,-96.436,-83.391,-163.018,-502.421,407.383,760.167,0.541,-2.21,-1.146,-502.896,408.737,760.818
19.598,-42.155,-21.449,-109.95,-116.548,-145.058,-515.19,-260.712,810.934,0.75,-1.574,-0.846,-514.636,-259.041,811.794
-28.467,-25.387,-17.912,-96.158,-136.679,-48.123,-703.57,324.758,575.099,-1.539,-1.469,-0.779,-703.067,326.477,573.881
21.499,-30.097,-11.752,-97.849,-134.748,-177.977,-692.866,-328.655,597.864,1.718,-1.778,-1.451,-692.601,-327.757,596.513
-52.658,-41.857,-36.588,-108.888,-81.797,-169.083,-377.524,294.897,860.7,0.527,-1.628,-1.72,-376.811,295.862,861.453
23.04,-40.182,-63.17,-101.023,-95.347,-65.385,-208.315,-199.021,864.424,-0.099,-1.169,0.685,-205.771,-197.27,865.661
5.637,-21.504,-74.033,-102.828,-107.13,-117.47,-391.932,-124.083,749.394,0.108,-1.276,-0.513,-389.863,-122.755,749.936
25.258,-32.322,-15.948,-98.762,-106.262,-109.723,-629.922,-393.166,645.005,0.662,-2.024,-0.244,-629.266,-392.423,645.433
-44.75,-34.784,-38.487,-98.72,-84.028,-109.911,-477.898,307.372,788.96,-0.299,-1.741,-0.741,-477.297,309.004,789.444
10.229,-25.139,-30.756,-102.788,-135.209,-16.704,-672.527,-173.319,661.045,-1.351,-1.245,0.258,-671.727,-171.068,660.148
-55.879,-22.956,-35.413,-93.073,-80.376,-161.005,-502.206,520.998,632.687,0.416,-2.245,-1.126,-502.29,522.252,632.713
-0.24,-33.599,-66.756,-106.616,-100.392,-96.603,-312.952,-93.071,830.674,-0.1,-1.105,-0.205,-310.897,-91.6466,831.215
-44.881,-34.41,-2.244,-91.528,-85.587,-153.743,-641.732,474.738,557.043,0.465,-2.568,-0.673,-642.435,476.685,556.503
-30.756,-38.553,-11.444,-100.894,-123.24,-10.918,-626.165,297.367,703.153,-1.801,-0.848,-0.059,-625.842,299.194,702.355
-13.111,-45.047,-31.076,-96.418,-105.297,-50.544,-492.302,24.443,853.59,-0.922,-1.424,0.119,-491.099,26.2783,854.226
21.517,-32.404,-19.434,-91.282,-88.395,-101.559,-631.645,-369.631,651.092,0.648,-2.119,0.13,-630.89,-369.28,651.666
-58.52,-26.94,12.882,-97.4,-81.226,-122.257,-562.465,683.227,335.71,-0.585,-2.697,-0.221,-562.423,685.95,334.84
-8.05,-49.993,42.096,-129.571,-116.238,-166.121,-782.096,36.043,488.268,1.216,-2.265,-1.194,-781.469,39.2539,486.825
-19.028,-24.297,6.186,-104.083,-137.856,-54.318,-837.504,236.982,389.379,-1.33,-1.928,-0.919,-836.646,239.156,387.474
-19.735,-32.293,13.223,-101.306,-120.486,-36.463,-820.165,221.544,430.726,-1.607,-1.862,-0.442,-819.976,223.49,429.267
7.717,-20.463,56.307,-121.893,-124.195,-166.763,-789.366,-171.865,-66.165,-1.826,1.966,0.624,-790.758,-170.71,-67.8398
25.864,-43.033,-13.421,-100.037,-49.287,-58.998,-488.024,-418.403,767.471,0.412,-2.087,1.323,-486.426,-417.272,768.622
-20.9,-29.159,-11.092,-107.224,-87.297,-129.753,-778.669,175.515,584.871,0.389,-2.156,-0.559,-778.555,177.193,584.351
-51.698,-23.941,26.842,-104.478,-87.762,-50.104,-639.995,626.85,180.181,-2.098,-2.053,0.031,-639.163,629.611,178.434
-30.174,-31.697,13.672,-93.781,-110.689,-13.349,-775.922,357.219,397.19,-2.176,-1.504,-0.238,-775.692,358.997,395.601
13.224,-32.545,-4.748,-91.718,-87.333,-19.363,-747.75,-292.737,550.691,-1.222,-2.282,0.661,-747.232,-291.902,550.489
-28.281,-44.575,24.522,-94.531,-98.097,-150.482,-742.84,287.54,486.857,0.758,-2.772,-0.581,-743.456,289.241,485.836
-42.565,-40.747,38.297,-120.298,-86.583,-97.8,-694.564,481.342,365.358,-0.749,-2.476,-0.25,-694.054,484.647,364.56
-57.459,-35.71,38.048,-117.4,-89.355,-62.387,-554.789,662.413,286.734,-1.829,-2.002,-0.137,-553.305,665.981,285.373
-12.959,-45.713,36.418,-112.336,-98.922,-121.464,-807.679,85.71,436.951,0.37,-2.622,-0.471,-807.828,88.3073,435.882
-39.403,-34.387,42.875,-128.365,-92.806,-54.458,-732.823,464.299,247.219,-1.606,-2.07,-0.084,-731.392,467.873,245.681
-11.187,-40.445,-12.308,-97.899,-127.849,-131.925,-662.271,70.572,727.171,0.158,-2.201,-1.228,-662.223,72.3157,726.878
9.479,-31.525,23.114,-105.805,-102.957,-147.594,-841.769,-233.694,334.246,1.491,-2.368,-0.531,-841.281,-232.689,332.364
-40.743,-35.888,-21.276,-90.27,-81.145,-107.77,-592.075,348.31,703.261,-0.338,-2.135,-0.43,-592.078,350.38,703.298
-48.132,-46.826,-65.079,-108.341,-87.495,-80.025,-181.461,33.411,887.789,-0.391,-0.792,-0.603,-179.734,33.9446,888.148
-22.159,-20.132,-56.883,-97.511,-110.801,-118.657,-560.431,141.675,703.931,-0.188,-1.743,-0.959,-559.822,142.09,703.984
-34.211,-37.311,-47.514,-100.131,-111.522,-99.159,-409.436,182.6,837.676,-0.636,-1.418,-0.881,-408.803,183.766,837.891
-52.3,-42.733,-1.365,-101.69,-85.203,-57.464,-529.268,493.631,682.179,-1.424,-1.633,-0.104,-528.885,496.181,682.145
-7.666,-36.229,-62.46,-97.708,-128.917,-142.745,-323.001,-14.548,836.313,-0.069,-1.474,-1.305,-321.86,-13.3041,836.784
29.537,-45.574,-68.699,-101.845,-71.418,-173.575,-57.973,-188.61,872.07,0.964,-0.267,-0.712,-54.8061,-186.635,872.638
-0.779,-44.011,-25.536,-105.682,-97.998,-96.728,-532.68,-90.933,838.888,-0.018,-1.657,-0.213,-531.69,-89.1333,839.437
-48.532,-30.853,-1.461,-96.662,-88.213,-11.149,-628.07,540.531,511.984,-2.215,-1.114,0.271,-628.076,542.167,511.048
-57.322,-24.287,-54.135,-108.84,-84.615,-135.975,-387.476,387.125,751.925,-0.072,-1.603,-1.38,-386.475,387.925,752.43
3.539,-46.747,-70.279,-93.176,-114.028,-118.523,-125.474,-83.599,867.116,-0.081,-1.109,-0.608,-123.012,-82.6286,868.123
26.025,-29.84,-61,-108.661,-90.131,-121.106,-319.323,-277.348,808.946,0.588,-1.081,-0.077,-316.853,-275.711,809.993
-31.201,-35.106,-24.191,-100.198,-85.671,-60.446,-622.422,241.4,730.175,-0.929,-1.689,0.056,-621.912,243.201,729.989
-11.009,-23.913,-11.813,-106.559,-122.702,-28.46,-816.428,92.239,522.569,-1.479,-1.51,-0.113,-815.751,94.0433,521.255
-55.525,-22.559,-41.254,-107.406,-84.148,-121.008,-471.085,477.683,684.722,-0.309,-1.808,-1.007,-470.287,479.34,684.931
-53.229,-21.896,-13.815,-92.308,-82.978,-76.054,-597.243,598.545,470.156,-1.322,-2.09,-0.14,-597.197,600.631,469.353
-45.996,-45.664,-13.635,-100.685,-81.577,-19.086,-508.411,350.933,790.875,-1.597,-1.101,0.435,-507.924,352.742,791.032
-19.1,-29.214,15.342,-93.602,-128.688,-63.133,-832.459,226.064,357.478,-1.166,-2.392,-0.898,-832.113,227.991,355.73
-21.1,-26.18,-33.834,-107.523,-107.834,-0.738,-659.074,163.894,691.387,-1.607,-0.843,0.579,-658.111,165.387,690.766
-1.591,-49.342,-72.237,-102.579,-89.662,-17.562,-67.662,-107.865,870.383,-0.506,-0.684,1.17,-64.7899,-106.175,871.067
24.608,-27.265,-34.684,-107.901,-87.828,-45.298,-552.531,-377.061,708.181,-0.29,-1.816,0.907,-551.188,-375.179,709.082
9.281,-48.79,32.405,-126.221,-138.969,-81.576,-738.407,-169.307,561.655,-0.436,-2.016,-0.749,-737.926,-166.305,560.703
8.818,-25.196,34.279,-110.676,-137.988,-125.682,-857.109,-182.744,173.195,-0.963,2.687,1.297,-856.19,-181.018,170.649
-50.876,-34.24,-33.871,-102.18,-85.349,-169.457,-464.989,387.368,771.134,0.57,-1.946,-1.517,-465.046,388.232,771.373
-6.628,-24.086,24.338,-93.766,-92.478,-108.31,-885.385,-4.774,184.522,0.315,-3.072,-0.081,-885.416,-3.61473,182.61
-23.218,-26.469,-13.362,-99.379,-108.47,-164.796,-770.075,239.127,550.041,0.946,-2.39,-1.158,-770.142,240.523,548.961
-31.984,-39.517,-56.612,-90.99,-137.002,-153.301,-305.744,133.093,849.798,-0.332,-1.793,-1.849,-305.032,134.62,850.352
0.702,-23.256,-7.444,-97.306,-118.437,-52.335,-845.295,-81.15,458.079,-0.936,-2.162,-0.292,-844.865,-79.5072,456.634
19.486,-33.524,9.355,-99.523,-88.794,-61.599,-750.575,-384.347,468.191,-0.19,-2.584,0.347,-750.397,-383.264,467.682
16.491,-21.254,-30.702,-98.474,-126.817,-138.097,-693.711,-268.261,601.412,0.776,-1.98,-0.997,-692.969,-267.709,601.097
-38.302,-42.993,-44.061,-96.963,-97.331,-56.826,-379.613,173.71,870.156,-0.958,-1.158,-0.166,-378.642,174.806,870.649
-48.252,-45.484,-29.654,-92.583,-82.836,-76.791,-421.16,291.755,845.753,-0.836,-1.588,-0.326,-420.796,292.982,846.629
-34.65,-21.257,-19.284,-106.214,-106.873,-150.207,-716.265,390.598,533.771,0.346,-2.384,-1.195,-716.151,392.419,532.83
-23.094,-30.695,-12.74,-90.16,-101.115,-4.279,-748.782,217.003,582.044,-1.987,-1.312,0.3,-748.854,218.231,581.325
11.248,-26.383,34.913,-125.404,-133.949,-163.486,-851.922,-223.621,209.766,-1.708,2.274,1.324,-850.512,-221.237,207.31
21.011,-47.057,37.159,-126.321,-100.623,-157.338,-711.887,-375.299,479.894,1.605,-1.786,-0.605,-711.797,-373.602,479.616
-23.281,-31.776,52.146,-119.12,-101.933,-158.533,-803.172,243.751,111.341,-1.163,2.848,0.39,-803.724,245.607,109.652
15.471,-49.636,46.998,-131.58,-115.757,-80.295,-737.563,-281.446,443.805,-0.095,-2.289,-0.304,-737.51,-278.308,443.038
-46.207,-30.184,10.708,-108.347,-88.338,-92.118,-677.578,544.025,426.442,-0.928,-2.33,-0.315,-677.222,546.77,425.522
4.644,-42.526,10.557,-103.499,-88.382,-13.682,-758.629,-174.48,593.475,-1.43,-2.01,0.701,-758.365,-172.726,593.243
13.219,-27.873,-25.534,-102.431,-93.127,-9.972,-679.464,-267.728,654.989,-1.204,-1.761,0.967,-678.464,-266.103,654.925
-37.491,-46.817,-78.868,-102.094,-130.798,-65.551,-60.548,-23.244,826.821,-0.95,-0.257,-0.47,-58.6215,-21.7547,827.132
1.705,-25.474,21.312,-104.573,-90.451,-153.979,-886.502,-136.201,252.775,1.548,-2.397,-0.25,-885.905,-135.392,251.014
-11.366,-47.51,32.525,-139.742,-112.583,-176.864,-774.684,75.681,556.947,1.175,-1.988,-1.396,-774.115,79.0634,555.59
29.059,-26.762,22.503,-100.764,-56.745,-169.15,-692.748,-562.963,267.713,2.173,-1.443,0.564,-692.507,-563.05,268.23
